43,-46950150
43.035,-46708147
43.07,-46674737
43.105,-46486037
43.14,-46597866
43.175,-46732543
43.21,-46711839
43.245,-46833656
43.28,-46694141
43.315,-46538374
43.35,-46720507
43.385,-46633709
43.42,-46569647
43.455,-46807399
43.49,-46652298
43.525,-46549915
43.56,-46797742
43.595,-46644814
43.63,-46902125
43.665,-46570365
43.7,-46637360
43.735,-46699991
43.77,-46786292
43.805,-46434777
43.84,-46631266
43.875,-46757046
43.91,-46809625
43.945,-46690685
43.98,-46797538
44.015,-46564071
44.05,-46576873
44.085,-46609105
44.12,-46305742
44.155,-46765747
44.19,-46628877
44.225,-46753727
44.26,-46791041
44.295,-46868515
44.33,-46816791
44.365,-46707080
44.4,-46833292
44.435,-46817917
44.47,-46674898
44.505,-46522722
44.54,-46542400
44.575,-46748737
44.61,-46643915
44.645,-46789914
44.68,-46729372
44.715,-46498643
44.75,-46471839
44.785,-46657301
44.82,-46808912
44.855,-46844005
44.89,-46658325
44.925,-46561687
44.96,-46565741
44.995,-46745465
45.03,-46575492
45.065,-46689193
45.1,-46639301
45.135,-46694645
45.17,-46852187
45.205,-46654246
45.24,-46707037
45.275,-46851422
45.31,-46821286
45.345,-46670818
45.38,-46713680
45.415,-46649104
45.45,-46610334
45.485,-46734015
45.52,-46734957
45.555,-46795715
45.59,-46718949
45.625,-46734032
45.66,-46670154
45.695,-46645841
45.73,-46592636
45.765,-46751998
45.8,-46685950
45.835,-46781967
45.87,-46755106
45.905,-46525001
45.94,-46629933
45.975,-46704757
46.01,-46764383
46.045,-46910050
46.08,-46933603
46.115,-46835720
46.15,-46744615
46.185,-46623853
46.22,-46773633
46.255,-46750590
46.29,-46691878
46.325,-46773649
46.36,-46736805
46.395,-46679309
46.43,-46839346
46.465,-46871259
46.5,-46927029
46.535,-46760824
46.57,-46516464
46.605,-46403087
46.64,-46572689
46.675,-46582047
46.71,-46576473
46.745,-46665461
46.78,-46701972
46.815,-46569230
46.85,-46664245
46.885,-46784506
46.92,-46507054
46.955,-46597431
46.99,-46704279
47.025,-46536345
47.06,-46749845
47.095,-46706699
47.13,-46602066
47.165,-46702658
47.2,-46670100
47.235,-46730944
47.27,-46499072
47.305,-46734555
47.34,-46528074
47.375,-46693476
47.41,-46657995
47.445,-46567932
47.48,-46642699
47.515,-46625640
47.55,-46305342
47.585,-46560779
47.62,-46578040
47.655,-46591851
47.69,-46338260
47.725,-46452761
47.76,-46735876
47.795,-46513003
47.83,-46385797
47.865,-46290768
47.9,-46443386
47.935,-46351223
47.97,-46371074
48.005,-46239893
48.04,-46381261
48.075,-46094861
48.11,-46319334
48.145,-46342475
48.18,-46387861
48.215,-46038172
48.25,-46209789
48.285,-45957580
48.32,-45932141
48.355,-46046696
48.39,-46044301
48.425,-45947422
48.46,-46059346
48.495,-45821884
48.53,-45953542
48.565,-45547319
48.6,-45786590
48.635,-45802018
48.67,-45695627
48.705,-45775751
48.74,-45461340
48.775,-45408613
48.81,-45472224
48.845,-45554919
48.88,-45429033
48.915,-45225503
48.95,-45285086
48.985,-45411886
49.02,-45183208
49.055,-45186246
49.09,-45111087
49.125,-44915888
49.16,-44928606
49.195,-45054591
49.23,-44649308
49.265,-44873608
49.3,-44483759
49.335,-44953760
49.37,-44538800
49.405,-44312813
49.44,-44229635
49.475,-44105824
49.51,-43900818
49.545,-44000698
