49.58,-43636642
49.615,-43450553
49.65,-42836369
49.685,-42778960
49.72,-42360365
49.755,-42042174
49.79,-41483681
49.825,-40647659
49.86,-39888975
49.895,-39325502
49.93,-38901975
49.965,-38854460
50,-38954167
50.035,-39320709
50.07,-39742837
50.105,-40599928
50.14,-41008091
50.175,-41691099
50.21,-42217396
50.245,-42712724
50.28,-42975248
50.315,-43309779
50.35,-43511292
50.385,-43451296
50.42,-43935228
50.455,-44145163
50.49,-43893571
50.525,-44142828
50.56,-44446935
50.595,-44217117
50.63,-44582120
50.665,-44975001
50.7,-44611851
50.735,-44904030
50.77,-44805428
50.805,-44842174
50.84,-44876258
50.875,-45037642
50.91,-44911856
50.945,-45155072
50.98,-45069138
51.015,-45295240
51.05,-45397660
51.085,-45272010
51.12,-45329365
51.155,-45255959
51.19,-45545745
51.225,-45604230
51.26,-45707013
51.295,-45550703
51.33,-45636760
51.365,-45717359
51.4,-45670801
51.435,-45817488
51.47,-45833186
51.505,-45920503
51.54,-45805295
51.575,-45798485
51.61,-45883080
51.645,-45849448
51.68,-46021622
51.715,-45918084
51.75,-46007181
51.785,-46005790
51.82,-45984414
51.855,-46359603
51.89,-46164741
51.925,-46079356
51.96,-46284156
51.995,-46236166
52.03,-46295927
52.065,-46416645
52.1,-46300374
52.135,-46458541
52.17,-46395428
52.205,-46372569
52.24,-46537117
52.275,-46669680
52.31,-46446110
52.345,-46301978
52.38,-46181264
52.415,-46615736
52.45,-46550483
52.485,-46441122
52.52,-46531691
52.555,-46388191
52.59,-46545156
52.625,-46670743
52.66,-46378545
52.695,-46686047
52.73,-46638132
52.765,-46763223
52.8,-46533387
52.835,-46713046
52.87,-46716248
52.905,-46508734
52.94,-46528843
52.975,-46723900
53.01,-46689135
53.045,-46475923
53.08,-46865855
53.115,-46700019
53.15,-46537008
53.185,-46616616
53.22,-46963570
53.255,-46664366
53.29,-46732913
53.325,-46579018
53.36,-46590478
53.395,-46877233
53.43,-46466530
53.465,-46762214
53.5,-46802397
53.535,-46755690
53.57,-46712623
53.605,-46911954
53.64,-46935015
53.675,-46574989
53.71,-46843918
53.745,-46845010
53.78,-46818624
53.815,-46635369
53.85,-46708046
53.885,-46698887
53.92,-46606038
53.955,-46701135
53.99,-46672936
54.025,-46524383
54.06,-46813393
54.095,-46647260
54.13,-46552016
54.165,-46950351
54.2,-46840530
54.235,-46692054
54.27,-46788989
54.305,-46725396
54.34,-46467372
54.375,-46791235
54.41,-46820441
54.445,-46815534
54.48,-46679234
54.515,-46535485
54.55,-46769041
54.585,-46741558
54.62,-46673996
54.655,-46763278
54.69,-46587325
54.725,-46531948
54.76,-46660898
54.795,-46815098
54.83,-46643975
54.865,-46730053
54.9,-46501085
54.935,-46648305
54.97,-46626526
55.005,-46574104
55.04,-46544177
55.075,-46632742
55.11,-46624245
55.145,-46785738
55.18,-46464558
55.215,-46686009
55.25,-46730947
55.285,-46636562
55.32,-46502331
55.355,-46611800
55.39,-46650018
55.425,-46529722
55.46,-46545908
55.495,-46592869
55.53,-46842967
55.565,-46571787
55.6,-46587579
55.635,-46500463
55.67,-46582405
55.705,-46640659
55.74,-46674574
55.775,-46821605
55.81,-46753068
55.845,-46618400
55.88,-46856737
55.915,-46562999
55.95,-46774076
55.985,-46789766
56.02,-46715240
56.055,-46787548
56.09,-46932103
56.125,-46687159
56.16,-46752181
56.195,-46848229
56.23,-46638339
56.265,-46883174
56.3,-46578494
56.335,-46884012
56.37,-46573817
56.405,-46828651
56.44,-46765754
56.475,-46755317
56.51,-46676122
56.545,-46653545
56.58,-46748836
56.615,-46652882
56.65,-46638112
56.685,-46764106
56.72,-46462664
56.755,-46661657
56.79,-46730130
56.825,-46642520
56.86,-46551210
56.895,-46629650
56.93,-46822916
56.965,-46678150
