49.44,-31076159
49.475,-31243508
49.51,-30951241
49.545,-31390043
49.58,-31167931
49.615,-31509906
49.65,-30989175
49.685,-30863632
49.72,-30848750
49.755,-30441417
49.79,-30006679
49.825,-29645773
49.86,-29098236
49.895,-27945151
49.93,-27204986
49.965,-26120482
50,-26880552
50.035,-27823208
50.07,-28741489
50.105,-29444845
50.14,-29908650
50.175,-30174853
50.21,-30688636
50.245,-30805916
50.28,-31155738
50.315,-30752186
50.35,-30985100
50.385,-31004270
50.42,-31677821
50.455,-31445646
50.49,-31116342
50.525,-31441979
50.56,-31387068
50.595,-31070359
50.63,-31349597
50.665,-31596034
50.7,-31609796
50.735,-31342857
50.77,-31889266
50.805,-31656743
50.84,-31467130
50.875,-31474870
50.91,-31652577
50.945,-32010224
50.98,-31565521
51.015,-31331104
51.05,-31678076
51.085,-31552403
51.12,-32136790
51.155,-31502357
51.19,-31806736
51.225,-31934899
51.26,-31552524
51.295,-31984891
51.33,-32105811
51.365,-31712366
51.4,-31736251
51.435,-31863205
51.47,-31951881
51.505,-31892232
51.54,-31976671
51.575,-32338706
51.61,-32007148
51.645,-32323057
51.68,-31975077
51.715,-32094138
51.75,-31925661
51.785,-31887085
51.82,-31849934
51.855,-32122738
51.89,-32048839
51.925,-32058810
51.96,-32017445
51.995,-31830811
52.03,-32115589
52.065,-32012222
52.1,-32062231
52.135,-31938632
52.17,-32045815
52.205,-32448814
52.24,-32282763
52.275,-32090564
52.31,-31927719
52.345,-31824646
52.38,-32015956
52.415,-31797692
52.45,-32453125
52.485,-32088205
52.52,-32183267
52.555,-31810745
52.59,-32321813
52.625,-32030004
52.66,-32387176
52.695,-32500009
52.73,-31879905
52.765,-32480879
52.8,-32161594
52.835,-32268545
52.87,-32290081
52.905,-32401809
52.94,-32291323
52.975,-31835909
53.01,-32082897
53.045,-31989412
53.08,-31663781
53.115,-32105532
53.15,-32367831
53.185,-32703700
53.22,-32334150
53.255,-32232533
53.29,-32150132
53.325,-32056850
53.36,-32331384
53.395,-32100859
53.43,-32521381
53.465,-31495258
53.5,-31809447
53.535,-32086186
53.57,-31810008
53.605,-32123015
53.64,-32267623
53.675,-31836006
53.71,-32409262
53.745,-32157413
53.78,-32273778
53.815,-32269550
53.85,-31947409
53.885,-31937147
53.92,-32026502
53.955,-32053372
53.99,-32287429
54.025,-32031259
54.06,-31928995
54.095,-31920063
54.13,-32241788
54.165,-32067908
54.2,-32245002
54.235,-31967837
54.27,-32244198
54.305,-32012403
54.34,-31789052
54.375,-31551837
54.41,-32071322
54.445,-31860890
54.48,-32132449
54.515,-32160586
54.55,-32235863
54.585,-32176837
54.62,-32073172
54.655,-31927073
54.69,-32243387
54.725,-31996404
54.76,-32196817
54.795,-32267374
54.83,-32089663
54.865,-31837263
54.9,-32173266
54.935,-32299016
54.97,-31843419
55.005,-32293334
55.04,-31846196
55.075,-31875778
55.11,-32401790
55.145,-32198998
55.18,-32104052
55.215,-31934940
55.25,-32065073
55.285,-32049163
55.32,-32316107
55.355,-32243216
55.39,-32281098
55.425,-31797811
55.46,-32301214
55.495,-32256652
55.53,-31925844
55.565,-31694090
55.6,-32319865
55.635,-32057729
55.67,-32014808
55.705,-32190200
55.74,-31936002
55.775,-32343096
55.81,-32271881
55.845,-32217496
55.88,-31959588
55.915,-32298058
55.95,-32386919
55.985,-32213872
56.02,-31692571
56.055,-31959778
56.09,-32347814
56.125,-32063036
56.16,-31866985
56.195,-32202224
56.23,-32325785
56.265,-32304246
56.3,-32506069
56.335,-32142522
56.37,-32384038
56.405,-32464481
56.44,-32007530
56.475,-32031229
56.51,-32104373
56.545,-31670878
56.58,-32138119
56.615,-32073099
56.65,-32176170
56.685,-32059638
56.72,-32239835
56.755,-31997029
56.79,-32448076
56.825,-32136045
56.86,-32315898
56.895,-32272739
56.93,-32022180
56.965,-31933884
