Name;250131_PdSC12Tol_10K_0dB

Recipe
Accumulations;1;Number of accumulations
RetryCount;0;Number of retries on error
AbortOnError;True;Abort on error
EnableQFactorMeasurement;True;Enable/Disable q-Factor measurement
EnableFirstHarmonic;False;Enable/Disable first harmonic measurement
EnableMeasurementCoupling;False;Enable coupling while measurement
Bfrom;250;B from
Bto;450;B to
SweepTime;120;Sweep time
Modulation;1;Modulation
ModulationFreq;100;Modulation
BHoldEnabled;False;B hold enabled
BHold;0;B hold
MicrowavePower;100;Microwave power
ManualTuning;False;Keep tuning after measurement
MarkerEnabled;False;
MarkerStartField;0;
MarkerEndField;0;
KineticMode;FieldSweep;
KineticSamples;2;
KineticSamplingTime;0;
KineticTotalTransientTime;10;
KineticTimeResolution;0.001;
KineticPrematureCouplingTime;10;
KineticEnablePrematureCoupling;False;
TempFrom;5;
TempUseSlope;False;
TempTo;5;
TempdT;1;
TempSetupTime;0;
GonFrom;0;
GonTo;0;
GonSteps;1;
OxygenContentFrom;0;
OxygenContentTo;0;
OxygenSeriesStepWidth;1;
OxygenSeriesSetupTime;0;
OxygenSeriesPressure;0;
OxygenSeriesUseSlope;False;
XRayEnabled;False;
XRayTime;3;
XRayVoltage;35;
XRayCurrent;0;
UVEnabled;False;
UVIntensity;0;
UVTime;0;
UVLeadTime;0;
UVWavelength;0;
PowSweepFrom;1;
PowSweepTo;5;
PowSweepSteps;11;
PowSweepFullRange;True;
AmpModSweepFrom;0;
AmpModSweepTo;1;
AmpModSweepSteps;10;
ExtTriggerEnabled;False;
ExtTrigLeadTime;0;
ExtTrigOnTime;5;
MotorizedStandardEnabled;False;
UseSpecialFilter;False;
SpecialFilterType;;
SpecialFilterParameter;0;

Additional
AmbientHumidity;0
AmbientTemperature1;0
AmbientTemperature2;0
Angle;0
Concentration;0
ConcentrationUnit;
DeviceName;MS-5000 [11-0105]
FilterParameter;0.04
FilterType;DIGRC
Frequency;9.43582325524342
MarkerAmplitude;
MarkerPosition;
NonMarkerAmplitude;9193.70197265603
PhaseAngle;5
QFactor;2532.134765625
NL;433.798180668952
Temperature;28.2565155029297
Timestamp;01/31/2025 10:47:45

Meas
BField [mT];MW_Absorption []
250;754.531869255642
250.04884004884;757.107142598024
250.09768009768;763.663707375691
250.14652014652;766.735946093053
250.19536019536;760.298667348711
250.2442002442;760.336343829413
250.29304029304;763.67213874323
250.34188034188;764.219321969885
250.39072039072;770.749824336144
250.43956043956;773.535216199707
250.4884004884;769.126829389162
250.537240537241;765.062396253123
250.586080586081;756.881967369439
250.634920634921;751.437968454475
250.683760683761;753.382227308863
250.732600732601;754.015798239673
250.781440781441;753.583824953861
250.830280830281;759.723441557359
250.879120879121;756.871106071844
250.927960927961;746.141164653912
250.976800976801;745.486818185013
251.025641025641;753.278476093111
251.074481074481;758.667781669202
251.123321123321;767.692081008565
251.172161172161;762.752460881366
251.221001221001;759.61448071412
251.269841269841;763.808843771572
251.318681318681;760.873769383017
251.367521367521;750.513659168558
251.416361416361;745.293576898952
251.465201465201;746.024097038281
251.514041514042;757.624184829992
251.562881562882;759.507471857666
251.611721611722;753.008994054018
251.660561660562;744.541130693682
251.709401709402;740.041995543302
251.758241758242;742.096374089866
251.807081807082;747.432035518054
251.855921855922;755.762468158891
251.904761904762;752.21258058889
251.953601953602;747.870185226939
252.002442002442;752.476795286942
252.051282051282;748.431203276799
252.100122100122;752.955434866974
252.148962148962;755.297474699345
252.197802197802;756.03198558532
252.246642246642;763.044165041251
252.295482295482;764.030767742491
252.344322344322;755.287801637232
252.393162393162;753.147006840678
252.442002442002;757.212044659232
252.490842490842;754.513289881609
252.539682539683;752.244640381174
252.588522588523;763.997023332759
252.637362637363;760.486878333914
252.686202686203;746.550188828661
252.735042735043;751.357194751583
252.783882783883;755.664594895824
252.832722832723;760.297357336552
252.881562881563;761.727621215664
252.930402930403;756.472873628241
252.979242979243;758.082562099606
253.028083028083;766.964372322805
253.076923076923;770.241325786886
253.125763125763;757.450649537473
253.174603174603;759.188999476441
253.223443223443;765.935060628603
253.272283272283;759.293058665224
